CRVUSDT,HFTUSDT
"[1672938000000, '0.544', '0.544', '0.542', '0.544', '1198657.6', 1672938899999, '651028.7814', 1096, '597587.6', '324653.4391', '0']","[1681218000000, '0.6187000', '0.6189000', '0.6162000', '0.6177000', '76529', 1681218899999, '47247.4461000', 350, '36731', '22680.6299000', '0']"
"[1672938900000, '0.543', '0.544', '0.541', '0.541', '766690.7', 1672939799999, '416039.9241', 940, '256831.0', '139425.3929', '0']","[1681218900000, '0.6173000', '0.6208000', '0.6163000', '0.6206000', '105746', 1681219799999, '65409.5152000', 484, '59919', '37093.3685000', '0']"
"[1672939800000, '0.541', '0.544', '0.541', '0.541', '666760.8', 1672940699999, '361760.3908', 798, '327622.9', '177761.3991', '0']","[1681219800000, '0.6206000', '0.6211000', '0.6179000', '0.6181000', '127853', 1681220699999, '79205.2904000', 480, '47708', '29565.8496000', '0']"
"[1672940700000, '0.541', '0.542', '0.539', '0.540', '1341109.4', 1672941599999, '724442.9500', 1454, '480358.8', '259644.6297', '0']","[1681220700000, '0.6184000', '0.6217000', '0.6184000', '0.6215000', '54751', 1681221599999, '33948.1571000', 263, '30939', '19195.4922000', '0']"
"[1672941600000, '0.539', '0.541', '0.539', '0.540', '324217.6', 1672942499999, '175200.3029', 721, '213998.3', '115695.2350', '0']","[1681221600000, '0.6215000', '0.6273000', '0.6189000', '0.6204000', '640582', 1681222499999, '398917.4396000', 1937, '265669', '165778.5259000', '0']"
"[1672942500000, '0.541', '0.543', '0.540', '0.543', '1963804.4', 1672943399999, '1064272.9030', 1874, '1085662.2', '588470.9527', '0']","[1681222500000, '0.6203000', '0.6228000', '0.6183000', '0.6221000', '70915', 1681223399999, '43986.7091000', 455, '42972', '26669.8442000', '0']"
"[1672943400000, '0.543', '0.544', '0.542', '0.542', '820579.3', 1672944299999, '445499.2450', 833, '391227.5', '212480.7002', '0']","[1681223400000, '0.6221000', '0.6222000', '0.6152000', '0.6170000', '183730', 1681224299999, '113551.8183000', 692, '63415', '39198.1163000', '0']"
"[1672944300000, '0.543', '0.545', '0.542', '0.544', '990676.7', 1672945199999, '538554.2985', 956, '704767.9', '383204.8269', '0']","[1681224300000, '0.6168000', '0.6181000', '0.6160000', '0.6175000', '67906', 1681225199999, '41896.4467000', 398, '40501', '24989.3453000', '0']"
"[1672945200000, '0.545', '0.545', '0.543', '0.543', '286654.2', 1672946099999, '155925.1155', 484, '51118.1', '27823.7724', '0']","[1681225200000, '0.6176000', '0.6210000', '0.6176000', '0.6203000', '94877', 1681226099999, '58742.2993000', 533, '31602', '19566.0768000', '0']"
"[1672946100000, '0.543', '0.545', '0.543', '0.543', '551553.5', 1672946999999, '299979.2852', 711, '193134.2', '105097.6948', '0']","[1681226100000, '0.6203000', '0.6205000', '0.6183000', '0.6197000', '50413', 1681226999999, '31235.8485000', 411, '14966', '9274.5403000', '0']"
"[1672947000000, '0.543', '0.546', '0.543', '0.545', '988149.3', 1672947899999, '538393.1640', 953, '635270.5', '346122.5290', '0']","[1681227000000, '0.6190000', '0.6193000', '0.6166000', '0.6170000', '235717', 1681227899999, '145705.3561000', 695, '119680', '74027.2622000', '0']"
"[1672947900000, '0.545', '0.547', '0.545', '0.546', '949358.8', 1672948799999, '518322.9930', 1089, '445657.6', '243409.1343', '0']","[1681227900000, '0.6174000', '0.6195000', '0.6173000', '0.6183000', '67781', 1681228799999, '41924.9089000', 483, '29824', '18450.0656000', '0']"
"[1672948800000, '0.546', '0.546', '0.544', '0.545', '743905.5', 1672949699999, '405628.9665', 883, '452442.0', '246799.0961', '0']","[1681228800000, '0.6183000', '0.6207000', '0.6182000', '0.6200000', '75533', 1681229699999, '46788.5142000', 426, '36714', '22742.3973000', '0']"
"[1672949700000, '0.546', '0.546', '0.545', '0.545', '106822.2', 1672950599999, '58269.1789', 307, '51079.9', '27889.6254', '0']","[1681229700000, '0.6200000', '0.6200000', '0.6170000', '0.6185000', '100971', 1681230599999, '62424.7914000', 617, '57780', '35716.2393000', '0']"
"[1672950600000, '0.546', '0.547', '0.545', '0.546', '1076375.7', 1672951499999, '587769.4088', 1087, '535550.6', '292529.6650', '0']","[1681230600000, '0.6186000', '0.6203000', '0.6177000', '0.6181000', '45414', 1681231499999, '28094.2416000', 294, '24971', '15450.4374000', '0']"
"[1672951500000, '0.545', '0.547', '0.545', '0.546', '534810.2', 1672952399999, '292004.3551', 668, '230648.9', '125995.9090', '0']","[1681231500000, '0.6181000', '0.6196000', '0.6167000', '0.6176000', '81233', 1681232399999, '50202.5765000', 513, '30796', '19032.3067000', '0']"
